0,0,0,0,637,67,1800,182,6,13,6,566,13715,604,13,12,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,587,0,93,292,-1
1,0,1,0,686,79,1952,584,5,13,5,981,24677,2865,13,13,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,597,0,113,298,-1
2,0,2,0,591,86,1371,690,5,13,5,428,12623,4312,13,11,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,531,0,73,289,-1
3,0,3,0,704,67,1765,305,5,14,5,1913,22242,796,14,130,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,679,0,34,280,-1
4,0,4,0,551,60,1311,251,6,10,6,523,10893,631,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,466,0,90,277,-1
5,0,5,3,804,77,2216,636,6,12,6,707,20861,4150,12,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,734,0,77,294,-1
6,0,6,0,403,66,1109,369,6,11,6,290,8431,1430,11,7.9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,374,0,35,287,-1
7,0,7,3,339,48,612,84,6,12,6,204,6148,240,12,6.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300,0,41,253,-1
8,0,8,3,529,32,1001,110,5,12,5,240,7958,194,12,9.4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,445,0,90,263,-1
9,0,9,0,551,50,1920,128,6,15,6,742,22060,562,15,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,432,0,123,301,-1
10,0,10,3,313,45,607,89,5,15,5,166,3407,192,15,6.3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308,0,25,251,-1
11,0,11,3,321,51,401,86,5,11,5,124,2636,357,11,6.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,331,0,12,245,-1
12,0,12,3,346,50,458,61,5,8,5,128,3732,238,8,6.7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,325,0,28,239,-1
13,0,13,3,278,45,408,53,5,12,5,103,2230,243,12,5.4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245,0,35,241,-1
14,0,14,3,469,56,751,115,5,12,5,253,5379,243,12,8.8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,442,0,31,254,-1
15,0,15,0,353,51,522,79,6,14,6,140,2823,301,14,6.8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314,0,44,253,-1
16,0,16,0,338,70,546,194,5,12,5,128,3268,887,12,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,278,0,74,248,-1
17,0,17,3,424,48,637,156,5,9,5,186,5590,410,9,8.1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,400,0,41,254,-1
18,0,18,0,418,58,637,123,5,10,5,217,4953,466,10,800,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,368,0,55,246,-1
19,0,19,0,632,80,1034,172,6,13,6,361,7126,746,13,12,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,578,11,55,252,-1
20,0,20,3,738,72,1635,187,5,10,5,962,8684,487,10,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,665,10,76,269,-1
21,0,21,0,709,67,1186,191,6,12,6,412,10037,891,12,13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,642,7,69,255,-1
22,0,22,0,593,54,788,163,6,11,6,206,7463,812,11,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,558,0,37,249,-1
23,0,23,0,500,59,839,178,6,11,6,320,6647,277,11,9.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,462,0,42,254,-1
24,0,24,0,630,63,974,154,6,16,6,311,12201,619,16,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,579,0,56,254,-1
25,0,25,0,631,59,1931,149,5,17,6,1010,29317,368,17,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,108,287,-1
26,0,26,3,460,67,889,139,6,18,6,267,6367,361,18,8.9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,378,0,91,261,-1
27,0,27,0,371,62,650,93,6,18,6,182,3767,459,18,7.2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,338,0,36,248,-1
28,0,28,0,482,66,1181,152,6,16,6,561,10730,517,16,9.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409,0,84,271,-1
29,0,29,0,664,70,2252,277,5,17,5,708,29469,1067,17,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,83,295,-1
30,0,30,3,530,69,1212,232,5,18,6,369,10442,1107,18,100,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,496,0,36,275,-1
31,0,31,0,447,80,1185,522,5,12,6,276,12074,4012,12,8.8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,434,0,16,291,-1
32,0,32,3,388,69,673,309,6,12,6,192,5517,1375,12,7.8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,369,10,25,261,-1
33,0,33,3,475,61,741,119,6,13,6,276,6433,284,13,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,406,5,71,251,-1
34,0,34,3,257,49,415,165,7,13,7,85,2203,639,13,5.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,240,0,26,258,-1
35,0,35,3,382,54,594,138,6,13,6,209,5008,201,13,7.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,389,0,16,255,-1
36,0,36,0,315,58,523,92,6,10,6,164,4022,333,10,700,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,336,0,26,255,-1
37,0,37,0,281,54,590,93,5,14,5,135,3451,339,14,5.6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,260,0,23,253,-1
38,0,38,0,324,43,877,158,5,13,5,329,7904,324,13,6.1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,296,0,32,277,-1
39,0,39,0,169,48,342,78,5,8,5,127,2204,230,8,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,0,36,252,-1
